code,SMILES,Metal,solvents,AATS5s,AATS6v,ATSC2dv,ATSC3dv,ATSC7dv,ATSC2s,ATSC3s,ATSC5m,ATSC6m,ATSC2v,ATSC5v,ATSC4pe,ATSC3i,AATSC4dv,AATSC5dv,AATSC2m,AATSC8v,PEOE_VSA10,SMR_VSA9,VSA_EState6,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Relative Molecular Weight,Permittivity,LogP,HBD,HBA,MPC,Boiling Point (°„C),PV
MUMLIR,C(=C/C(=O)O)\C(=O)O,Zn,dimethylacetamide,21.79166667,82.01363063,0,-44,9,27.50617284,-42.7654321,269.7211129,-219.2622782,-206.4246725,22.25755962,-1.2638,-3.07852192,-0.166666667,4.625,2.041973111,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,37.8,0.937,1,24.2,0.25,166,0.32566
MUNPAN,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,nitrobenzene,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,30,65.4,139,4.45,6.4,-60,9.394,7.134,123.11,35.3,1.6,1,5,0.21,210,0.52026
MUQYEE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,In,dimethylacetamide,5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,49,114.818,193,3.1,9.7,29,5.786,7.31,87.12,37.8,0.937,1,24.2,0.25,166,0.68234
MUYDUH,C1=C(C=C(C=C1C(=O)O)O)C(=O)O,Zn,"N,N-dimethylacetamide",10.64102564,114.5120855,-0.872576177,-39.95567867,4.653739612,32.07910126,-26.71899046,341.0205921,-395.2272923,-82.49993911,-171.0374962,-2.251463989,-15.36591958,-0.159510619,1.383336885,1.746852814,76.06475325,5.749511833,5.749511833,2.938425926,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,32.2,-0.85,1,2,0.25,165.1,0.44614
MUZVUA,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Cd,"N,N-dimethylformamide",4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.35482
NAFGOR01,C1=CN=CN1,Co,"N,N-dimethylacetamide",6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,87.12,32.2,-0.85,1,2,0.25,165.1,0.28982
NAGKEO,C1=C(C=C(C=C1C(=O)O)Br)C(=O)O,Zn,"N,N-dimethylformamide",6.003623188,139.1641107,3.508899389,-22.39800843,-13.99258243,34.81826693,-5.560062141,523.2571636,-1687.943819,-41.20105414,-86.69556581,-2.639211111,-14.64088147,-0.872034772,0.282615691,-1.118898068,97.26378865,0,0,3.790648148,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.46524
NAHFOU,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Cd,"N,N-dimethylformamide",4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.19868
NALYEG,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,U,"N,N-dimethylformamide",6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,92,238.0289,240,3.4,27.4,51,6.194,18.95,73.09,36.7,-0.85,1,2,0.37,153,0.50552
NANYUX,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,dimethylformamide,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.40288
NANYUX01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,dimethylformamide,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.47824
NANYUX02,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.48064
NANYUX03,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.46896
NAWWUG,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ni,"N,N-dimethylformamide",6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,0.28116
NAZBAT,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,In,dimethylformamide,5.182222222,130.6515115,14.88888889,-12.77777778,35.66666667,36.66666667,-3.444444444,-310.886279,-55.760216,-109.2228995,-493.3278434,-1.067288889,-2.779407101,-0.837606838,-0.768888889,0.202953053,26.48408176,0,0,9.193949358,49,114.818,193,3.1,9.7,29,5.786,7.31,73.09,36.7,-0.85,1,2,0.37,153,0.44678
NEBNOZ,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,"N,N-dimethylformamide",4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.31754
NEKCIS,C1CN2CCN1CC2,Zn,dimethylformamide,1,146.7274789,-30.18,-40.65,0,-1.125,-2.0625,508.0166554,0,55.00385896,726.9504707,0.127008,10.7960044,0.11,1.21,-2.894982731,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.5266
NEKCIS01,C1CN2CCN1CC2,Zn,dimethylformamide,1,146.7274789,-30.18,-40.65,0,-1.125,-2.0625,508.0166554,0,55.00385896,726.9504707,0.127008,10.7960044,0.11,1.21,-2.894982731,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.5224
NERVEL,C1=CC(=CN=C1)C(=O)O,Co,ethanol,4.866666667,77.46190551,-4.326530612,-12.20408163,6.612244898,14.48752834,-3.169501134,25.32871978,-76.6296337,-126.5633675,87.63283563,-0.249644898,-13.41592119,-0.575725027,-0.373469388,-3.129332876,23.35832815,0,0,3.08212963,27,58.93319,192,4.3,7.5,64,7.881,8.86,46.07,24.3,-0.31,1,1,0.3,78.37,0.15918
NERVOV,C1=CC(=CN=C1)C(=O)O,Co,benzyl,4.866666667,77.46190551,-4.326530612,-12.20408163,6.612244898,14.48752834,-3.169501134,25.32871978,-76.6296337,-126.5633675,87.63283563,-0.249644898,-13.41592119,-0.575725027,-0.373469388,-3.129332876,23.35832815,0,0,3.08212963,27,58.93319,192,4.3,7.5,64,7.881,8.86,28,,0.2,0,0,0.2,-103.7,0.1908
NESSOV,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Co,"N,N-dimethylformamide",3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.35338
NESTAI,C1=CC(=CC=C1C(=O)O)C(=O)O,Ni,"N,N-dimethylformamide",4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,0.41122
NESVAK,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,dimethylacetamide,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,37.8,0.937,1,24.2,0.25,166,0.57714
NIFFIU,CC1=NC=CN1,Zn,argon,1,146.7274789,-5.555555556,-48.44444444,0,1.985146605,-5.871720679,204.2250042,0,-38.5420247,267.0900931,0.071866667,11.12972077,2.22E-16,2.777777778,3.174938037,23.35832815,5.824404498,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,30.1,1,0.1,0,0,0,-88.6,0.4561
NIFNUO,CC1=NC=CN1,Zn,argon,1,146.7274789,-5.555555556,-48.44444444,0,1.985146605,-5.871720679,204.2250042,0,-38.5420247,267.0900931,0.071866667,11.12972077,2.22E-16,2.777777778,3.174938037,23.35832815,5.824404498,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,30.1,1,0.1,0,0,0,-88.6,0.43878
NIFPAW,CC1=NC=CN1,Zn,methane,1,146.7274789,-5.555555556,-48.44444444,0,1.985146605,-5.871720679,204.2250042,0,-38.5420247,267.0900931,0.071866667,11.12972077,2.22E-16,2.777777778,3.174938037,23.35832815,5.824404498,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,16.04,32.7,-0.24,0,0,0.18,-161.5,0.4684
NIFPIE,CC1=NC=CN1,Zn,methane,1,146.7274789,-5.555555556,-48.44444444,0,1.985146605,-5.871720679,204.2250042,0,-38.5420247,267.0900931,0.071866667,11.12972077,2.22E-16,2.777777778,3.174938037,23.35832815,5.824404498,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,16.04,32.7,-0.24,0,0,0.18,-161.5,0.46484
NIFQOL,CC1=NC=CN1,Zn,argon,1,146.7274789,-5.555555556,-48.44444444,0,1.985146605,-5.871720679,204.2250042,0,-38.5420247,267.0900931,0.071866667,11.12972077,2.22E-16,2.777777778,3.174938037,23.35832815,5.824404498,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,30.1,1,0.1,0,0,0,-88.6,0.45982
NIFSUT,CC1=NC=CN1,Zn,methane,1,146.7274789,-5.555555556,-48.44444444,0,1.985146605,-5.871720679,204.2250042,0,-38.5420247,267.0900931,0.071866667,11.12972077,2.22E-16,2.777777778,3.174938037,23.35832815,5.824404498,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,16.04,32.7,-0.24,0,0,0.18,-161.5,0.46658
NIFTAA,CC1=NC=CN1,Zn,methane,1,146.7274789,-5.555555556,-48.44444444,0,1.985146605,-5.871720679,204.2250042,0,-38.5420247,267.0900931,0.071866667,11.12972077,2.22E-16,2.777777778,3.174938037,23.35832815,5.824404498,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,16.04,32.7,-0.24,0,0,0.18,-161.5,0.47696
NIJTOR,C1=C(SC(=C1)C(=O)O)C(=O)O,Co,"thiophene-2,5-dicarboxylate",5.619047619,144.6504787,6.536296296,-34.58864198,-30.04246914,33.76701875,-31.83165219,17.1281794,289.8112614,15.3797224,-8.112786327,-1.919036,-18.63677144,-0.574554906,-0.58680776,2.971853306,93.98528538,9.754294387,0,2.548518519,27,58.93319,192,4.3,7.5,64,7.881,8.86,84.1,3.9,2.7,0,1,0.27,84,0.1086
NIJVAF,C1=C(SC(=C1)C(=O)O)C(=O)O,Cd,"N,N-dimethylformamide",5.619047619,144.6504787,6.536296296,-34.58864198,-30.04246914,33.76701875,-31.83165219,17.1281794,289.8112614,15.3797224,-8.112786327,-1.919036,-18.63677144,-0.574554906,-0.58680776,2.971853306,93.98528538,9.754294387,0,2.548518519,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.1878
NIRSAL,C1=CN=CC=C1C2=CC=NC=C2,Zn,"N,N-dimethylformamide",2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.22938
NOWYAC,C1=CC(=C(C=C1C(=O)O)N)C(=O)O,In,methanol,5.821548822,115.1665639,14.01,-34.97,38.92,35.20111111,-14.48555556,-280.433781,224.6625939,4.290158193,-54.96179564,-1.068,-18.95587204,-1.0925,-0.913030303,4.203716805,-6.706334219,0,0,3.481203704,49,114.818,193,3.1,9.7,29,5.786,7.31,32.04,32.7,0.791,1,8.2,0.32,65,0.48672
NUDMEG,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,pyridine,7.015873016,126.9111568,2.847750865,-28.25259516,-20.51211073,28.14763552,-6.77585544,129.7041689,104.4732402,-104.8617421,47.33800624,-2.437131488,-0.694726781,-1.401768551,0.840995222,0.791278768,79.5168395,5.693927995,0,2.235555556,12,24.305,173,3.75,10.6,-40,7.646,1.74,79.1,12.4,0.68,1,1,0.19,115,0.36574
NUDMOQ,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,toluene,7.015873016,126.9111568,2.847750865,-28.25259516,-20.51211073,28.14763552,-6.77585544,129.7041689,104.4732402,-104.8617421,47.33800624,-2.437131488,-0.694726781,-1.401768551,0.840995222,0.791278768,79.5168395,5.693927995,0,2.235555556,12,24.305,173,3.75,10.6,-40,7.646,1.74,92.14,2.38,2.73,0,0,0.18,110.6,0.39884
NUDMUW,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,"1,4-dimethylbenzene",7.015873016,126.9111568,2.847750865,-28.25259516,-20.51211073,28.14763552,-6.77585544,129.7041689,104.4732402,-104.8617421,47.33800624,-2.437131488,-0.694726781,-1.401768551,0.840995222,0.791278768,79.5168395,5.693927995,0,2.235555556,12,24.305,173,3.75,10.6,-40,7.646,1.74,106.17,2.49,3.15,0,0,0.17,169,0.3799
NUDMUW01,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,"1,4-dimethylbenzene",7.015873016,126.9111568,2.847750865,-28.25259516,-20.51211073,28.14763552,-6.77585544,129.7041689,104.4732402,-104.8617421,47.33800624,-2.437131488,-0.694726781,-1.401768551,0.840995222,0.791278768,79.5168395,5.693927995,0,2.235555556,12,24.305,173,3.75,10.6,-40,7.646,1.74,106.17,2.49,3.15,0,0,0.17,169,0.38762
NUDNEH,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,"1,4-diethenylbenzene",7.015873016,126.9111568,2.847750865,-28.25259516,-20.51211073,28.14763552,-6.77585544,129.7041689,104.4732402,-104.8617421,47.33800624,-2.437131488,-0.694726781,-1.401768551,0.840995222,0.791278768,79.5168395,5.693927995,0,2.235555556,12,24.305,173,3.75,10.6,-40,7.646,1.74,128.16,2.48,3.15,0,0,0.19,176,0.3915
NUFBUN,C(=O)O,Zn,"N,N-dimethylformamide",6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.25572
NUFTOY,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,In,diethylformamide,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,49,114.818,193,3.1,9.7,29,5.786,7.31,89.13,37.7,-0.55,1,2,0.2,174,0.52746
NUHHEG,C1=C(C=NC=C1C(=O)O)C(=O)O,Mn,"N,N-dimethylformamide",6.222222222,137.7136747,-4.211072664,-30.1349481,-11.15570934,27.39600154,-14.94579008,268.30865,-142.4357142,-30.12566296,91.82694363,-1.284416609,-24.15715809,-0.47321322,1.258362168,-0.123804066,79.5168395,0,0,1.053240741,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,0.17202
NUWXAF,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,ethanol,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,46.07,24.3,-0.31,1,1,0.3,78.37,0.10768
OCIZIL,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,dimethylformamide,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.10438
ODUNEH,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.25864
OFOSIO,C1=C(C(=C(C(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-diethylformamide",14.89694042,156.3873211,14.47187929,-47.52263374,-20.1399177,65.14982472,-64.21033379,337.5087267,-388.7132481,100.0420278,-788.6968901,-4.78078738,-1.189091222,-0.307270233,0.745333095,3.099595699,32.34570947,0,0,0.295648148,30,65.4,139,4.45,6.4,-60,9.394,7.134,101.14,36.7,0.945,1,19.9,0.2,152,0.50002
OJEPAW,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,acetonitrile,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,41.05,37.5,0.34,0,1,0.26,81.6,0.58022
OJEVIK,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-diethylformamide",6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,101.14,36.7,0.945,1,19.9,0.2,152,0.65968
OJIWIO,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,dimethylformamide,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.2096
OKAYEG,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Ca,ethylene,4.588374486,209.0327739,21.77777778,-3.555555556,140.4444444,52.30013086,6.780330881,-297.1101868,929.853764,-155.6229214,270.910299,-4.989431217,-24.47663291,-1.444444444,-1.125925926,2.85108185,-0.95090704,0,0,9.574319938,20,40.08,231,2.2,22.8,2,6.113,1.54,28.05,1.69,0.04,0,0,0.12,-103.7,0.14494
OKAYIK,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Ca,ethane,4.588374486,209.0327739,21.77777778,-3.555555556,140.4444444,52.30013086,6.780330881,-297.1101868,929.853764,-155.6229214,270.910299,-4.989431217,-24.47663291,-1.444444444,-1.125925926,2.85108185,-0.95090704,0,0,9.574319938,20,40.08,231,2.2,22.8,2,6.113,1.54,30.07,1.69,0.28,0,0,0.15,-88.6,0.14616
OLEKUM,C1=C(C(=CC(=C1Cl)C(=O)O)Cl)C(=O)O,Zn,dimethylformamide,5.301491687,175.2880958,4.043286084,-23.57933242,19.39871971,34.93662702,-11.00357895,558.2873655,-236.3981478,5.538309272,73.17976101,-1.272353086,-11.32452737,-1.4987902,-0.114020265,-0.081819358,15.20973491,0,0,2.019197531,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.44842
ORIBAU,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,"N,N-dimethylacetamide",4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,32.2,-0.85,1,2,0.25,165.1,0.51932
OTAXOX,C(=O)O,Mg,dimethylamine,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,45.09,3.9,0.67,1,1,0.2,3.2,0.23012
OTIPEO,C1=CN=CC=C1C(=O)O,Cd,dimethylformamide,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.26078
OTIQEP,C1=CN=CC=C1C(=O)O,Mn,dimethylformamide,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,0.15964
OXEWIZ,C1=CN=CC=C1C2=CC=NC=C2,Cu,formate,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,29,63.55,140,4.48,6.7,119,7.726,8.933,46.03,59,-0.39,1,2,0.24,100.8,0.0428
OYUJUO,C1=CC(=CC=C1C(=O)O)C(=O)O,Ni,dimethylformamide,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,0.44462
PACGIM,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,Th,"N,N-dimethylformamide",3.406349206,195.1745665,7.122769064,-74.70308275,133.1195241,56.84442041,2.407427438,-499.7510135,345.1171454,-388.8149985,-209.4552147,-4.049456463,-11.4038192,-1.302707346,-0.35027428,0.034641831,-1.026993979,0,0,18.5093487,90,232.038,237,3.2,32.1,113,6.08,11.72,73.09,36.7,-0.85,1,2,0.37,153,0.42828
PARKUQ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,"N,N-dimethylacetamide",6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,32.2,-0.85,1,2,0.25,165.1,0.5212
PARKUQ01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,"N,N-dimethylacetamide",6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,32.2,-0.85,1,2,0.25,165.1,0.53714
PASNAB,C1=C(C=NC=C1C(=O)O)C(=O)O,Bi,dimethylformamide,6.222222222,137.7136747,-4.211072664,-30.1349481,-11.15570934,27.39600154,-14.94579008,268.30865,-142.4357142,-30.12566296,91.82694363,-1.284416609,-24.15715809,-0.47321322,1.258362168,-0.123804066,79.5168395,0,0,1.053240741,83,208.9804,207,4.69,7.4,91,7.289,9.807,73.09,36.7,-0.85,1,2,0.37,153,0.59196
