code,SMILES,Metal,solvents,AATS5s,AATS0i,AATS3i,ATSC2dv,ATSC3Z,ATSC2v,ATSC5v,ATSC8v,ATSC6are,ATSC3i,ATSC7i,AATSC3s,AATSC0Z,AATSC3Z,AATSC0m,AATSC2m,AATSC3m,PEOE_VSA7,EState_VSA2,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Relative Molecular Weight,Permittivity,LogP,HBD,HBA,MPC,Boiling Point (°„C),SSA
NANYUX,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,dimethylformamide,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,854.502
NANYUX01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,dimethylformamide,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1512.35
NANYUX02,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1552.38
NANYUX03,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1470.06
NAWWUG,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ni,"N,N-dimethylformamide",6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,589.033
NAZBAT,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,In,dimethylformamide,5.182222222,155.944943,147.5058011,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-1.866666667,-2.779407101,13.83633736,-0.068888889,7.222222222,0.177777778,33.988018,0.202953053,0.83975892,22.90518257,11.12690298,2.2362,49,114.818,193,3.1,9.7,29,5.786,7.31,73.09,36.7,-0.85,1,2,0.37,153,1341.675
NEBNOZ,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,"N,N-dimethylformamide",4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,954.216
NEKCIS,C1CN2CCN1CC2,Zn,dimethylformamide,1,170.1129043,167.9573224,-30.18,-125.85,55.00385896,726.9504707,0,0,10.7960044,0,-0.0375,6.69,-2.288181818,32.04984216,-2.894982731,-10.91127245,0,0,-0.3824,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1844.06
NEKCIS01,C1CN2CCN1CC2,Zn,dimethylformamide,1,170.1129043,167.9573224,-30.18,-125.85,55.00385896,726.9504707,0,0,10.7960044,0,-0.0375,6.69,-2.288181818,32.04984216,-2.894982731,-10.91127245,0,0,-0.3824,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1790.57
NERVEL,C1=CC(=CN=C1)C(=O)O,Co,ethanol,4.866666667,161.9640736,156.7373575,-4.326530612,-13.7755102,-126.5633675,87.63283563,0,-0.52484898,-13.41592119,0.869421309,-0.137804397,7.530612245,-0.598935226,35.44306652,-3.129332876,-2.983377723,12.13273414,5.563451492,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,46.07,24.3,-0.31,1,1,0.3,78.37,231.628
NERVOV,C1=CC(=CN=C1)C(=O)O,Co,benzyl,4.866666667,161.9640736,156.7373575,-4.326530612,-13.7755102,-126.5633675,87.63283563,0,-0.52484898,-13.41592119,0.869421309,-0.137804397,7.530612245,-0.598935226,35.44306652,-3.129332876,-2.983377723,12.13273414,5.563451492,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,28,,0.2,0,0,0.2,-103.7,299.138
NESSOV,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Co,"N,N-dimethylformamide",3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,947.511
NESTAI,C1=CC(=CC=C1C(=O)O)C(=O)O,Ni,"N,N-dimethylformamide",4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,1435.62
NESVAK,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,dimethylacetamide,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,37.8,0.937,1,24.2,0.25,166,1815.4
NIFFIU,CC1=NC=CN1,Zn,argon,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,30.1,1,0.1,0,0,0,-88.6,1317.52
NIFNUO,CC1=NC=CN1,Zn,argon,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,30.1,1,0.1,0,0,0,-88.6,1214.69
NIFPAW,CC1=NC=CN1,Zn,methane,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,16.04,32.7,-0.24,0,0,0.18,-161.5,1476.2
NIFPIE,CC1=NC=CN1,Zn,methane,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,16.04,32.7,-0.24,0,0,0.18,-161.5,1443.41
NIFQOL,CC1=NC=CN1,Zn,argon,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,30.1,1,0.1,0,0,0,-88.6,1355.39
NIFSUT,CC1=NC=CN1,Zn,methane,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,16.04,32.7,-0.24,0,0,0.18,-161.5,1452.53
NIFTAA,CC1=NC=CN1,Zn,methane,1,169.9302885,177.3343753,-5.555555556,-79.77777778,-38.5420247,267.0900931,0,0,11.12972077,0,-0.345395334,7.222222222,-4.692810458,34.48016914,3.174938037,-22.07777349,6.9237372,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,16.04,32.7,-0.24,0,0,0.18,-161.5,1353.96
NIJTOR,C1=C(SC(=C1)C(=O)O)C(=O)O,Co,"thiophene-2,5-dicarboxylate",5.619047619,156.638113,149.5941208,6.536296296,-11.92444444,15.3797224,-8.112786327,93.98528538,3.314403556,-18.63677144,5.342441632,-1.383984878,14.38222222,-0.518454106,63.03764033,2.971853306,-2.89055528,12.13273414,9.754294387,1.1445,27,58.93319,192,4.3,7.5,64,7.881,8.86,84.1,3.9,2.7,0,1,0.27,84,138.2
NIJVAF,C1=C(SC(=C1)C(=O)O)C(=O)O,Cd,"N,N-dimethylformamide",5.619047619,156.638113,149.5941208,6.536296296,-11.92444444,15.3797224,-8.112786327,93.98528538,3.314403556,-18.63677144,5.342441632,-1.383984878,14.38222222,-0.518454106,63.03764033,2.971853306,-2.89055528,12.13273414,9.754294387,1.1445,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,353.419
NIRSAL,C1=CN=CC=C1C2=CC=NC=C2,Zn,"N,N-dimethylformamide",2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,583.663
NOWYAC,C1=CC(=C(C=C1C(=O)O)N)C(=O)O,In,methanol,5.821548822,163.0911809,152.8391257,14.01,-36.27,4.290158193,-54.96179564,-26.82533688,-0.7468045,-18.95587204,2.26333397,-0.391501502,7.91,-0.98027027,37.02908443,4.203716805,-4.715482013,18.19910121,16.81428926,0.6652,49,114.818,193,3.1,9.7,29,5.786,7.31,32.04,32.7,0.791,1,8.2,0.32,65,1711.53
NUDMEG,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,pyridine,7.015873016,162.6584682,157.552001,2.847750865,-22.37024221,-104.8617421,47.33800624,79.5168395,2.433292388,-0.694726781,4.148892121,-0.233650188,7.467128028,-0.771387663,34.82995965,0.791278768,-3.723339989,12.13273414,11.25737949,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,79.1,12.4,0.68,1,1,0.19,115,934.98
NUDMOQ,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,toluene,7.015873016,162.6584682,157.552001,2.847750865,-22.37024221,-104.8617421,47.33800624,79.5168395,2.433292388,-0.694726781,4.148892121,-0.233650188,7.467128028,-0.771387663,34.82995965,0.791278768,-3.723339989,12.13273414,11.25737949,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,92.14,2.38,2.73,0,0,0.18,110.6,1016.12
NUDMUW,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,"1,4-dimethylbenzene",7.015873016,162.6584682,157.552001,2.847750865,-22.37024221,-104.8617421,47.33800624,79.5168395,2.433292388,-0.694726781,4.148892121,-0.233650188,7.467128028,-0.771387663,34.82995965,0.791278768,-3.723339989,12.13273414,11.25737949,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,106.17,2.49,3.15,0,0,0.17,169,948.823
NUDMUW01,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,"1,4-dimethylbenzene",7.015873016,162.6584682,157.552001,2.847750865,-22.37024221,-104.8617421,47.33800624,79.5168395,2.433292388,-0.694726781,4.148892121,-0.233650188,7.467128028,-0.771387663,34.82995965,0.791278768,-3.723339989,12.13273414,11.25737949,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,106.17,2.49,3.15,0,0,0.17,169,989.024
NUDNEH,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,"1,4-diethenylbenzene",7.015873016,162.6584682,157.552001,2.847750865,-22.37024221,-104.8617421,47.33800624,79.5168395,2.433292388,-0.694726781,4.148892121,-0.233650188,7.467128028,-0.771387663,34.82995965,0.791278768,-3.723339989,12.13273414,11.25737949,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,128.16,2.48,3.15,0,0,0.19,176,966.949
NUFBUN,C(=O)O,Zn,"N,N-dimethylformamide",6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,427.506
NUFTOY,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,In,diethylformamide,4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,49,114.818,193,3.1,9.7,29,5.786,7.31,89.13,37.7,-0.55,1,2,0.2,174,2007.1
NUHHEG,C1=C(C=NC=C1C(=O)O)C(=O)O,Mn,"N,N-dimethylformamide",6.222222222,162.6584682,152.8530399,-4.211072664,-38.5467128,-30.12566296,91.82694363,79.5168395,1.45769827,-24.15715809,4.96450468,-0.515372072,7.467128028,-1.329196993,34.82995965,-0.123804066,-6.405245579,6.066367068,11.12690298,0.478,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,256.983
NUWXAF,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,ethanol,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,46.07,24.3,-0.31,1,1,0.3,78.37,127.135
OCIZIL,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,dimethylformamide,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,181.4575
ODUNEH,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,747.615
OFOSIO,C1=C(C(=C(C(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-diethylformamide",14.89694042,161.4354329,147.5763713,14.47187929,-50.41152263,100.0420278,-788.6968901,388.1485136,1.611522634,-1.189091222,21.24453304,-1.259026153,6.899862826,-0.988461228,31.85681385,3.099595699,-4.396301241,6.066367068,0,0.1776,30,65.4,139,4.45,6.4,-60,9.394,7.134,101.14,36.7,0.945,1,19.9,0.2,152,1908.51
OJEPAW,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,acetonitrile,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,41.05,37.5,0.34,0,1,0.26,81.6,2236.75
OJEVIK,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-diethylformamide",6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,101.14,36.7,0.945,1,19.9,0.2,152,2375.55
OJIWIO,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,dimethylformamide,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,402.546
OKAYEG,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Ca,ethylene,4.588374486,156.2688719,147.5378296,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,1.107159209,-24.47663291,6.164419496,0.102732286,11.24869927,-1.878220288,50.55824058,2.85108185,-8.114321637,48.53093655,20.91786993,1.9158,20,40.08,231,2.2,22.8,2,6.113,1.54,28.05,1.69,0.04,0,0,0.12,-103.7,157.641
OKAYIK,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Ca,ethane,4.588374486,156.2688719,147.5378296,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,1.107159209,-24.47663291,6.164419496,0.102732286,11.24869927,-1.878220288,50.55824058,2.85108185,-8.114321637,48.53093655,20.91786993,1.9158,20,40.08,231,2.2,22.8,2,6.113,1.54,30.07,1.69,0.28,0,0,0.15,-88.6,154.897
OLEKUM,C1=C(C(=CC(=C1Cl)C(=O)O)Cl)C(=O)O,Zn,dimethylformamide,5.301491687,157.3416364,149.6500495,4.043286084,-146.4814815,5.538309272,73.17976101,60.83893964,-0.082928395,-11.32452737,2.332912535,-0.333441786,19.58024691,-4.438832772,90.38782669,-0.081819358,-20.21759023,12.13273414,21.17216961,2.3898,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1569
ORIBAU,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,"N,N-dimethylacetamide",4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,32.2,-0.85,1,2,0.25,165.1,2010.18
OTAXOX,C(=O)O,Mg,dimethylamine,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,45.09,3.9,0.67,1,1,0.2,3.2,379.738
OTIPEO,C1=CN=CC=C1C(=O)O,Cd,dimethylformamide,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,351.359
OTIQEP,C1=CN=CC=C1C(=O)O,Mn,dimethylformamide,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,197.172
OXEWIZ,C1=CN=CC=C1C2=CC=NC=C2,Cu,formate,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,46.03,59,-0.39,1,2,0.24,100.8,18.4639
OYUJUO,C1=CC(=CC=C1C(=O)O)C(=O)O,Ni,dimethylformamide,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,1186.139
PACGIM,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,Th,"N,N-dimethylformamide",3.406349206,157.218466,152.1448077,7.122769064,-45.40075717,-388.8149985,-209.4552147,-83.18651229,6.086295998,-11.4038192,6.851353018,0.025886317,7.223363981,-0.488180185,34.07653056,0.034641831,-2.309973103,72.79640482,16.69035448,4.251,90,232.038,237,3.2,32.1,113,6.08,11.72,73.09,36.7,-0.85,1,2,0.37,153,486.4995523
PARKUQ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,"N,N-dimethylacetamide",6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,32.2,-0.85,1,2,0.25,165.1,1403.74
PARKUQ01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,"N,N-dimethylacetamide",6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,32.2,-0.85,1,2,0.25,165.1,1403.59
PASNAB,C1=C(C=NC=C1C(=O)O)C(=O)O,Bi,dimethylformamide,6.222222222,162.6584682,152.8530399,-4.211072664,-38.5467128,-30.12566296,91.82694363,79.5168395,1.45769827,-24.15715809,4.96450468,-0.515372072,7.467128028,-1.329196993,34.82995965,-0.123804066,-6.405245579,6.066367068,11.12690298,0.478,83,208.9804,207,4.69,7.4,91,7.289,9.807,73.09,36.7,-0.85,1,2,0.37,153,2168.12
PEFRUP,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Gd,dimethylformamide,3.720867209,160.1984138,154.1273308,-1.668639053,-27.81656805,-140.2220272,281.4722231,-269.0751763,1.090269822,-19.25705899,4.695555829,-0.111729126,7.053254438,-0.556331361,33.14799302,-0.39660291,-2.702926602,24.26546827,11.12690298,1.54,64,157.2,237,3.1,23.5,13,6.15,7.9,73.09,36.7,-0.85,1,2,0.37,153,1356.64
PELQII,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Cd,"N,N-dimethylformamide",4.588374486,156.2688719,147.5378296,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,1.107159209,-24.47663291,6.164419496,0.102732286,11.24869927,-1.878220288,50.55824058,2.85108185,-8.114321637,48.53093655,20.91786993,1.9158,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,2830.1
PEMRIK,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,"N,N-diethylformamide",4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,101.14,36.7,0.945,1,19.9,0.2,152,744.263
PEPLIG,C1=CC(=CC=C1C(=O)O)C(=O)O,V,thiophene,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,84.11,2.6,2.08,0,1,0.2,84,1369.61
PEPLOM,C1=CC(=CC=C1C(=O)O)C(=O)O,V,acetone,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,58.08,20.7,-0.24,0,1,0.17,56.05,859.664
PIGXAF,C(=O)(C(=O)O)O,Cd,methanol,1,170.6536449,177.302349,5.5,-3.5,-88.06441393,69.19802825,0,0,0.069150389,0,2.729166667,8.1875,-0.4375,37.64590369,5.4849955,-2.836109812,0,0,-0.8444,48,112.41,158,4.33,7.2,-70,8.994,8.69,32.04,32.7,0.791,1,8.2,0.32,65,79.6877
PIKCUK,C(=O)O,Tb,tetrachloride,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,65,158.92535,221,3.1,25.5,112,5.864,8.23,153.82,2.24,2.18,0,0,0.23,76.72,66.907
POFGUO,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Li,dimethylamine,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,3,7,182,3.01,24.3,60,5.392,0.534,45.09,3.9,0.67,1,1,0.2,3.2,889.64
POFHOK,C1=C(C(=C(C(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,dimethylformamide,14.89694042,161.4354329,147.5763713,14.47187929,-50.41152263,100.0420278,-788.6968901,388.1485136,1.611522634,-1.189091222,21.24453304,-1.259026153,6.899862826,-0.988461228,31.85681385,3.099595699,-4.396301241,6.066367068,0,0.1776,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,360.381
